Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,Team,MP.1,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_W,Performance_D,Performance_L,Performance_CS,Performance_CS%,Penalty Kicks_PKatt,Penalty Kicks_PKA,Penalty Kicks_PKsv,Penalty Kicks_PKm,Penalty Kicks_Save%,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Expected_Ast,Expected_xAG,Expected_xA,Expected_A-xAG,Expected_KP,Expected_1/3,Expected_PPA,Expected_CrsPA,Expected_PrgP,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Blocks_Int,Blocks_Tkl+Int,Blocks_Clr,Blocks_Err,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
Đorđe Petrović,rs SRB,GK,23.0,23.0,22,1987.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,,38.0,1.72,108.0,73.0,65.7,13.0,5.0,4.0,5.0,22.7,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,635.0,806.0,78.8,14560.0,8862.0,188.0,188.0,100.0,321.0,324.0,99.1,123.0,289.0,42.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,629.0,175.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,635.0,2.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,855,755,852,3,0,0,855,0,0,,0,,482,2076,1103,0,0,0,1,0,475,0
Raheem Sterling,eng ENG,"FW,MF",28.0,31.0,22,1978.0,22.0,8.0,4.0,12.0,8.0,0.0,0.0,7.0,0.0,6.5,6.5,4.5,11.0,120.0,78.0,242.0,0.36,0.18,0.55,0.36,0.55,0.29,0.2,0.5,0.29,0.5,Matches,Chelsea,,,,,,,,,,,,,,,,,8.0,51.0,21.0,41.2,2.32,0.96,0.16,0.38,14.5,5.0,0.0,0.0,6.5,6.5,0.13,1.5,1.5,538.0,728.0,73.9,7091.0,1775.0,363.0,428.0,84.8,135.0,191.0,70.7,18.0,33.0,54.5,4.0,4.5,4.3,-0.5,30.0,31.0,35.0,7.0,78.0,716.0,7.0,0.0,11.0,1.0,59.0,6.0,0.0,0.0,0.0,0.0,538.0,5.0,34.0,85.0,3.87,55.0,0.0,15.0,4.0,7.0,4.0,14.0,0.64,7.0,0.0,4.0,0.0,3.0,0.0,21.0,10.0,7.0,8.0,6.0,12.0,26.0,46.2,14.0,13.0,0.0,13.0,13.0,34.0,9.0,1.0,1019,8,77,324,638,167,1019,132,45,34.1,70,53.0,744,5113,3063,120,51,65,54,44,821,242
Levi Colwill,eng ENG,DF,20.0,23.0,20,1797.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,2.5,23.0,73.0,27.0,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,Matches,Chelsea,,,,,,,,,,,,,,,,,1.0,11.0,3.0,27.3,0.55,0.15,0.09,0.33,11.9,0.0,0.0,0.0,1.3,1.3,0.12,-0.3,-0.3,965.0,1163.0,83.0,16310.0,5939.0,444.0,495.0,89.7,456.0,508.0,89.8,51.0,117.0,43.6,1.0,1.2,0.5,-0.2,7.0,82.0,6.0,0.0,73.0,1033.0,126.0,28.0,4.0,0.0,12.0,94.0,0.0,0.0,0.0,0.0,965.0,4.0,17.0,27.0,1.35,21.0,1.0,1.0,4.0,0.0,0.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0,48.0,30.0,26.0,17.0,5.0,26.0,34.0,76.5,8.0,28.0,10.0,18.0,26.0,74.0,66.0,0.0,1392,108,570,669,164,26,1392,13,9,69.2,4,30.8,766,3602,1985,23,17,2,22,4,873,27
Marc Cucurella,es ESP,DF,25.0,21.0,20,1782.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,1.1,1.1,1.1,2.2,31.0,50.0,73.0,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11,Matches,Chelsea,,,,,,,,,,,,,,,,,0.0,8.0,4.0,50.0,0.4,0.2,0.0,0.0,14.4,0.0,0.0,0.0,1.1,1.1,0.14,-1.1,-1.1,1036.0,1196.0,86.6,15110.0,4408.0,595.0,645.0,92.2,383.0,430.0,89.1,32.0,65.0,49.2,2.0,1.1,1.2,0.9,19.0,51.0,7.0,4.0,50.0,1043.0,153.0,30.0,1.0,2.0,16.0,123.0,0.0,0.0,0.0,0.0,1036.0,0.0,26.0,35.0,1.77,28.0,1.0,1.0,1.0,4.0,0.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0,62.0,38.0,36.0,21.0,5.0,34.0,64.0,53.1,30.0,36.0,13.0,23.0,22.0,84.0,48.0,0.0,1426,91,575,590,270,27,1426,13,4,30.8,7,53.8,657,2861,1579,31,15,3,15,6,873,73
Malo Gusto,fr FRA,DF,20.0,27.0,19,1751.0,19.5,0.0,6.0,6.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,5.2,78.0,86.0,135.0,0.0,0.31,0.31,0.0,0.31,0.05,0.22,0.27,0.05,0.27,Matches,Chelsea,,,,,,,,,,,,,,,,,0.0,15.0,5.0,33.3,0.77,0.26,0.0,0.0,18.2,0.0,0.0,0.0,0.9,0.9,0.06,-0.9,-0.9,1230.0,1423.0,86.4,17534.0,5080.0,761.0,829.0,91.8,394.0,454.0,86.8,48.0,73.0,65.8,6.0,4.3,3.3,1.7,32.0,49.0,29.0,13.0,86.0,1244.0,176.0,38.0,2.0,0.0,64.0,138.0,0.0,0.0,0.0,0.0,1230.0,3.0,29.0,52.0,2.67,47.0,2.0,1.0,0.0,0.0,2.0,7.0,0.36,7.0,0.0,0.0,0.0,0.0,0.0,55.0,27.0,34.0,15.0,6.0,35.0,52.0,67.3,17.0,28.0,4.0,24.0,17.0,72.0,43.0,1.0,1641,71,470,698,499,49,1641,42,17,40.5,20,47.6,972,5376,2791,78,41,16,32,12,1103,135
Mykhailo Mudryk,ua UKR,FW,22.0,31.0,18,1576.0,17.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,4.4,4.4,4.1,8.5,92.0,45.0,139.0,0.29,0.11,0.4,0.29,0.4,0.25,0.23,0.48,0.25,0.48,Matches,Chelsea,,,,,,,,,,,,,,,,,5.0,35.0,12.0,34.3,2.0,0.69,0.14,0.42,17.2,0.0,0.0,0.0,4.4,4.4,0.13,0.6,0.6,385.0,566.0,68.0,5618.0,1853.0,237.0,300.0,79.0,96.0,148.0,64.9,30.0,66.0,45.5,2.0,4.1,3.2,-2.1,32.0,24.0,22.0,4.0,45.0,498.0,62.0,4.0,5.0,9.0,78.0,5.0,52.0,24.0,11.0,2.0,385.0,6.0,14.0,60.0,3.43,39.0,10.0,7.0,1.0,3.0,0.0,9.0,0.51,3.0,1.0,2.0,1.0,2.0,0.0,21.0,12.0,9.0,7.0,5.0,10.0,32.0,31.3,22.0,14.0,1.0,13.0,9.0,30.0,9.0,0.0,777,14,116,255,420,78,777,81,39,48.1,31,38.3,509,4183,2418,92,56,36,54,22,572,139
Robert Sánchez,es ESP,GK,25.0,16.0,16,1433.0,15.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Chelsea,,25.0,1.57,78.0,52.0,70.5,5.0,4.0,7.0,3.0,18.8,3.0,2.0,1.0,0.0,33.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,500.0,609.0,82.1,11860.0,7720.0,135.0,136.0,99.3,250.0,257.0,97.3,112.0,211.0,53.1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,487.0,120.0,29.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,2.0,0.0,2.0,0.13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,649,561,644,5,0,0,649,0,0,,0,,392,1890,1130,0,0,0,1,0,360,0
Benoît Badiashile,fr FRA,DF,22.0,18.0,15,1338.0,14.9,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.3,0.3,1.5,1.8,3.0,46.0,3.0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,Matches,Chelsea,,,,,,,,,,,,,,,,,0.0,6.0,1.0,16.7,0.4,0.07,0.0,0.0,14.1,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,1065.0,1173.0,90.8,18737.0,7087.0,442.0,463.0,95.5,543.0,584.0,93.0,71.0,106.0,67.0,1.0,1.5,0.9,-0.5,6.0,48.0,4.0,0.0,46.0,1137.0,36.0,27.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1065.0,0.0,6.0,23.0,1.55,18.0,0.0,0.0,2.0,1.0,2.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,12.0,9.0,0.0,9.0,14.0,64.3,5.0,21.0,14.0,7.0,18.0,39.0,66.0,2.0,1321,178,662,612,52,11,1321,1,0,0.0,0,0.0,765,3225,1734,3,5,1,6,4,976,3
Noni Madueke,eng ENG,FW,21.0,23.0,13,1053.0,11.7,5.0,2.0,7.0,4.0,1.0,1.0,2.0,0.0,2.5,1.7,2.6,4.3,76.0,52.0,136.0,0.43,0.17,0.6,0.34,0.51,0.21,0.23,0.44,0.14,0.37,Matches,Chelsea,,,,,,,,,,,,,,,,,5.0,31.0,12.0,38.7,2.65,1.03,0.13,0.33,19.0,0.0,1.0,1.0,2.5,1.7,0.05,2.5,2.3,412.0,486.0,84.8,5511.0,1281.0,268.0,294.0,91.2,115.0,136.0,84.6,13.0,20.0,65.0,2.0,2.6,2.0,-0.6,20.0,23.0,13.0,2.0,52.0,472.0,10.0,2.0,2.0,0.0,22.0,6.0,2.0,1.0,0.0,0.0,412.0,4.0,6.0,51.0,4.35,34.0,1.0,8.0,2.0,6.0,0.0,8.0,0.68,4.0,0.0,1.0,0.0,3.0,0.0,16.0,10.0,8.0,4.0,4.0,11.0,34.0,32.4,23.0,11.0,0.0,11.0,4.0,20.0,14.0,0.0,666,18,85,224,373,77,665,86,37,43.0,37,43.0,428,3556,2191,76,36,38,25,14,504,136
Trevoh Chalobah,eng ENG,DF,24.0,13.0,10,952.0,10.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,5.0,31.0,9.0,0.09,0.0,0.09,0.09,0.09,0.02,0.01,0.02,0.02,0.02,Matches,Chelsea,,,,,,,,,,,,,,,,,1.0,2.0,2.0,100.0,0.19,0.19,0.5,0.5,9.5,0.0,0.0,0.0,0.2,0.2,0.1,0.8,0.8,700.0,783.0,89.4,12088.0,3518.0,278.0,302.0,92.1,377.0,397.0,95.0,35.0,70.0,50.0,0.0,0.1,0.4,-0.1,2.0,30.0,2.0,0.0,31.0,746.0,36.0,13.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,700.0,1.0,1.0,5.0,0.47,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,10.0,2.0,4.0,10.0,15.0,66.7,5.0,8.0,7.0,1.0,8.0,24.0,51.0,0.0,886,122,454,372,63,4,886,2,1,50.0,1,50.0,475,1552,709,5,5,2,10,3,633,9
Ben Chilwell,eng ENG,DF,26.0,13.0,9,756.0,8.4,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.2,1.2,2.2,3.4,22.0,25.0,59.0,0.0,0.12,0.12,0.0,0.12,0.14,0.26,0.41,0.14,0.41,Matches,Chelsea,,,,,,,,,,,,,,,,,0.0,12.0,4.0,33.3,1.43,0.48,0.0,0.0,16.6,1.0,0.0,0.0,1.2,1.2,0.1,-1.2,-1.2,373.0,495.0,75.4,5230.0,1552.0,230.0,259.0,88.8,112.0,143.0,78.3,18.0,48.0,37.5,1.0,2.2,1.8,-1.2,14.0,29.0,2.0,2.0,25.0,416.0,73.0,11.0,0.0,0.0,43.0,41.0,21.0,9.0,11.0,0.0,373.0,6.0,19.0,22.0,2.62,11.0,8.0,0.0,1.0,2.0,0.0,2.0,0.24,1.0,0.0,0.0,1.0,0.0,0.0,15.0,10.0,5.0,9.0,1.0,5.0,8.0,62.5,3.0,11.0,3.0,8.0,4.0,19.0,19.0,1.0,605,21,129,258,221,28,605,19,7,36.8,8,42.1,333,1713,844,22,14,5,21,5,394,59
Armando Broja,al ALB,FW,21.0,13.0,6,454.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.4,2.4,0.2,2.5,11.0,6.0,37.0,0.2,0.0,0.2,0.2,0.2,0.47,0.03,0.5,0.47,0.5,Matches,Chelsea,,,,,,,,,,,,,,,,,1.0,13.0,2.0,15.4,2.58,0.4,0.08,0.5,11.1,0.0,0.0,0.0,2.4,2.4,0.18,-1.4,-1.4,83.0,94.0,88.3,932.0,91.0,60.0,64.0,93.8,15.0,18.0,83.3,1.0,2.0,50.0,0.0,0.2,0.3,-0.2,3.0,2.0,2.0,0.0,6.0,87.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,8.0,1.59,5.0,0.0,1.0,0.0,2.0,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,50.0,1.0,5.0,1.0,4.0,0.0,3.0,3.0,0.0,167,3,9,56,106,35,167,31,13,41.9,16,51.6,117,695,286,11,4,8,17,14,131,37
Reece James,eng ENG,DF,23.0,10.0,5,419.0,4.7,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.3,0.3,1.7,2.1,19.0,21.0,35.0,0.0,0.43,0.43,0.0,0.43,0.07,0.37,0.44,0.07,0.44,Matches,Chelsea,,,,,,,,,,,,,,,,,0.0,7.0,1.0,14.3,1.5,0.21,0.0,0.0,20.9,3.0,0.0,0.0,0.3,0.3,0.04,-0.3,-0.3,275.0,341.0,80.6,4433.0,1383.0,144.0,163.0,88.3,104.0,130.0,80.0,19.0,34.0,55.9,2.0,1.7,1.6,0.3,11.0,21.0,6.0,3.0,21.0,284.0,57.0,10.0,4.0,2.0,28.0,46.0,1.0,0.0,1.0,0.0,275.0,0.0,5.0,15.0,3.22,13.0,1.0,0.0,1.0,0.0,0.0,3.0,0.64,2.0,0.0,0.0,1.0,0.0,0.0,14.0,9.0,10.0,3.0,1.0,8.0,10.0,80.0,2.0,4.0,4.0,0.0,3.0,17.0,7.0,1.0,391,26,118,153,124,20,391,15,9,60.0,4,26.7,217,1061,548,19,8,3,6,6,245,35
