,Median of Age,Mean of Age,Std of Age,Median of Playing time_matches played,Mean of Playing time_matches played,Std of Playing time_matches played,Median of Playing time_starts,Mean of Playing time_starts,Std of Playing time_starts,Median of Playing time_minutes,Mean of Playing time_minutes,Std of Playing time_minutes,Median of Performance_Assists,Mean of Performance_Assists,Std of Performance_Assists,Median of Performance_non-Penalty Goals,Mean of Performance_non-Penalty Goals,Std of Performance_non-Penalty Goals,Median of Performance_Penalty Goals,Mean of Performance_Penalty Goals,Std of Performance_Penalty Goals,Median of Performance_Yellow Cards,Mean of Performance_Yellow Cards,Std of Performance_Yellow Cards,Median of Performance_Red Cards,Mean of Performance_Red Cards,Std of Performance_Red Cards,Median of Expected_xG,Mean of Expected_xG,Std of Expected_xG,Median of Expected_npxG,Mean of Expected_npxG,Std of Expected_npxG,Median of Expected_xAG,Mean of Expected_xAG,Std of Expected_xAG,Median of Progression_PrgC,Mean of Progression_PrgC,Std of Progression_PrgC,Median of Progression_PrgP,Mean of Progression_PrgP,Std of Progression_PrgP,Median of Progression_PrgR,Mean of Progression_PrgR,Std of Progression_PrgR,Median of Per 90 minutes_Gls,Mean of Per 90 minutes_Gls,Std of Per 90 minutes_Gls,Median of Per 90 minutes_Ast,Mean of Per 90 minutes_Ast,Std of Per 90 minutes_Ast,Median of Per 90 minutes_G+A,Mean of Per 90 minutes_G+A,Std of Per 90 minutes_G+A,Median of Per 90 minutes_G-PK,Mean of Per 90 minutes_G-PK,Std of Per 90 minutes_G-PK,Median of Per 90 minutes_G+A-PK,Mean of Per 90 minutes_G+A-PK,Std of Per 90 minutes_G+A-PK,Median of Per 90 minutes_xG,Mean of Per 90 minutes_xG,Std of Per 90 minutes_xG,Median of Per 90 minutes_xAG,Mean of Per 90 minutes_xAG,Std of Per 90 minutes_xAG,Median of Per 90 minutes_xG + xAG,Mean of Per 90 minutes_xG + xAG,Std of Per 90 minutes_xG + xAG,Median of Per 90 minutes_npxG,Mean of Per 90 minutes_npxG,Std of Per 90 minutes_npxG,Median of Per 90 minutes_npxG + xAG,Mean of Per 90 minutes_npxG + xAG,Std of Per 90 minutes_npxG + xAG,Median of Performance_GA,Mean of Performance_GA,Std of Performance_GA,Median of Performance_GA90,Mean of Performance_GA90,Std of Performance_GA90,Median of Performance_SoTA,Mean of Performance_SoTA,Std of Performance_SoTA,Median of Performance_Saves,Mean of Performance_Saves,Std of Performance_Saves,Median of Performance_Save%,Mean of Performance_Save%,Std of Performance_Save%,Median of Performance_W,Mean of Performance_W,Std of Performance_W,Median of Performance_D,Mean of Performance_D,Std of Performance_D,Median of Performance_L,Mean of Performance_L,Std of Performance_L,Median of Performance_CS,Mean of Performance_CS,Std of Performance_CS,Median of Performance_CS%,Mean of Performance_CS%,Std of Performance_CS%,Median of Penalty Kicks_PKatt,Mean of Penalty Kicks_PKatt,Std of Penalty Kicks_PKatt,Median of Penalty Kicks_PKA,Mean of Penalty Kicks_PKA,Std of Penalty Kicks_PKA,Median of Penalty Kicks_PKsv,Mean of Penalty Kicks_PKsv,Std of Penalty Kicks_PKsv,Median of Penalty Kicks_PKm,Mean of Penalty Kicks_PKm,Std of Penalty Kicks_PKm,Median of Penalty Kicks_Save%,Mean of Penalty Kicks_Save%,Std of Penalty Kicks_Save%,Median of Standard_Gls,Mean of Standard_Gls,Std of Standard_Gls,Median of Standard_Sh,Mean of Standard_Sh,Std of Standard_Sh,Median of Standard_SoT,Mean of Standard_SoT,Std of Standard_SoT,Median of Standard_SoT%,Mean of Standard_SoT%,Std of Standard_SoT%,Median of Standard_Sh/90,Mean of Standard_Sh/90,Std of Standard_Sh/90,Median of Standard_SoT/90,Mean of Standard_SoT/90,Std of Standard_SoT/90,Median of Standard_G/Sh,Mean of Standard_G/Sh,Std of Standard_G/Sh,Median of Standard_G/SoT,Mean of Standard_G/SoT,Std of Standard_G/SoT,Median of Standard_Dist,Mean of Standard_Dist,Std of Standard_Dist,Median of Standard_FK,Mean of Standard_FK,Std of Standard_FK,Median of Standard_PK,Mean of Standard_PK,Std of Standard_PK,Median of Standard_PKatt,Mean of Standard_PKatt,Std of Standard_PKatt,Median of Expected_xG.1,Mean of Expected_xG.1,Std of Expected_xG.1,Median of Expected_npxG.1,Mean of Expected_npxG.1,Std of Expected_npxG.1,Median of Expected_npxG/Sh,Mean of Expected_npxG/Sh,Std of Expected_npxG/Sh,Median of Expected_G-xG,Mean of Expected_G-xG,Std of Expected_G-xG,Median of Expected_np:G-xG,Mean of Expected_np:G-xG,Std of Expected_np:G-xG,Median of Total_Cmp,Mean of Total_Cmp,Std of Total_Cmp,Median of Total_Att,Mean of Total_Att,Std of Total_Att,Median of Total_Cmp%,Mean of Total_Cmp%,Std of Total_Cmp%,Median of Total_TotDist,Mean of Total_TotDist,Std of Total_TotDist,Median of Total_PrgDist,Mean of Total_PrgDist,Std of Total_PrgDist,Median of Short_Cmp,Mean of Short_Cmp,Std of Short_Cmp,Median of Short_Att,Mean of Short_Att,Std of Short_Att,Median of Short_Cmp%,Mean of Short_Cmp%,Std of Short_Cmp%,Median of Medium_Cmp,Mean of Medium_Cmp,Std of Medium_Cmp,Median of Medium_Att,Mean of Medium_Att,Std of Medium_Att,Median of Medium_Cmp%,Mean of Medium_Cmp%,Std of Medium_Cmp%,Median of Long_Cmp,Mean of Long_Cmp,Std of Long_Cmp,Median of Long_Att,Mean of Long_Att,Std of Long_Att,Median of Long_Cmp%,Mean of Long_Cmp%,Std of Long_Cmp%,Median of Expected_Ast,Mean of Expected_Ast,Std of Expected_Ast,Median of Expected_xAG.1,Mean of Expected_xAG.1,Std of Expected_xAG.1,Median of Expected_xA,Mean of Expected_xA,Std of Expected_xA,Median of Expected_A-xAG,Mean of Expected_A-xAG,Std of Expected_A-xAG,Median of Expected_KP,Mean of Expected_KP,Std of Expected_KP,Median of Expected_1/3,Mean of Expected_1/3,Std of Expected_1/3,Median of Expected_PPA,Mean of Expected_PPA,Std of Expected_PPA,Median of Expected_CrsPA,Mean of Expected_CrsPA,Std of Expected_CrsPA,Median of Expected_PrgP,Mean of Expected_PrgP,Std of Expected_PrgP,Median of Pass Types_Live,Mean of Pass Types_Live,Std of Pass Types_Live,Median of Pass Types_Dead,Mean of Pass Types_Dead,Std of Pass Types_Dead,Median of Pass Types_FK,Mean of Pass Types_FK,Std of Pass Types_FK,Median of Pass Types_TB,Mean of Pass Types_TB,Std of Pass Types_TB,Median of Pass Types_Sw,Mean of Pass Types_Sw,Std of Pass Types_Sw,Median of Pass Types_Crs,Mean of Pass Types_Crs,Std of Pass Types_Crs,Median of Pass Types_TI,Mean of Pass Types_TI,Std of Pass Types_TI,Median of Pass Types_CK,Mean of Pass Types_CK,Std of Pass Types_CK,Median of Corner Kicks_In,Mean of Corner Kicks_In,Std of Corner Kicks_In,Median of Corner Kicks_Out,Mean of Corner Kicks_Out,Std of Corner Kicks_Out,Median of Corner Kicks_Str,Mean of Corner Kicks_Str,Std of Corner Kicks_Str,Median of Outcomes_Cmp,Mean of Outcomes_Cmp,Std of Outcomes_Cmp,Median of Outcomes_Off,Mean of Outcomes_Off,Std of Outcomes_Off,Median of Outcomes_Blocks,Mean of Outcomes_Blocks,Std of Outcomes_Blocks,Median of SCA_SCA,Mean of SCA_SCA,Std of SCA_SCA,Median of SCA_SCA90,Mean of SCA_SCA90,Std of SCA_SCA90,Median of SCA Types_PassLive,Mean of SCA Types_PassLive,Std of SCA Types_PassLive,Median of SCA Types_PassDead,Mean of SCA Types_PassDead,Std of SCA Types_PassDead,Median of SCA Types_TO,Mean of SCA Types_TO,Std of SCA Types_TO,Median of SCA Types_Sh,Mean of SCA Types_Sh,Std of SCA Types_Sh,Median of SCA Types_Fld,Mean of SCA Types_Fld,Std of SCA Types_Fld,Median of SCA Types_Def,Mean of SCA Types_Def,Std of SCA Types_Def,Median of GCA_GCA,Mean of GCA_GCA,Std of GCA_GCA,Median of GCA_GCA90,Mean of GCA_GCA90,Std of GCA_GCA90,Median of GCA Types_PassLive,Mean of GCA Types_PassLive,Std of GCA Types_PassLive,Median of GCA Types_PassDead,Mean of GCA Types_PassDead,Std of GCA Types_PassDead,Median of GCA Types_TO,Mean of GCA Types_TO,Std of GCA Types_TO,Median of GCA Types_Sh,Mean of GCA Types_Sh,Std of GCA Types_Sh,Median of GCA Types_Fld,Mean of GCA Types_Fld,Std of GCA Types_Fld,Median of GCA Types_Def,Mean of GCA Types_Def,Std of GCA Types_Def,Median of Tackles_Tkl,Mean of Tackles_Tkl,Std of Tackles_Tkl,Median of Tackles_TklW,Mean of Tackles_TklW,Std of Tackles_TklW,Median of Tackles_Def 3rd,Mean of Tackles_Def 3rd,Std of Tackles_Def 3rd,Median of Tackles_Mid 3rd,Mean of Tackles_Mid 3rd,Std of Tackles_Mid 3rd,Median of Tackles_Att 3rd,Mean of Tackles_Att 3rd,Std of Tackles_Att 3rd,Median of Challenges_Tkl,Mean of Challenges_Tkl,Std of Challenges_Tkl,Median of Challenges_Att,Mean of Challenges_Att,Std of Challenges_Att,Median of Challenges_Tkl%,Mean of Challenges_Tkl%,Std of Challenges_Tkl%,Median of Challenges_Lost,Mean of Challenges_Lost,Std of Challenges_Lost,Median of Blocks_Blocks,Mean of Blocks_Blocks,Std of Blocks_Blocks,Median of Blocks_Sh,Mean of Blocks_Sh,Std of Blocks_Sh,Median of Blocks_Pass,Mean of Blocks_Pass,Std of Blocks_Pass,Median of Blocks_Int,Mean of Blocks_Int,Std of Blocks_Int,Median of Blocks_Tkl+Int,Mean of Blocks_Tkl+Int,Std of Blocks_Tkl+Int,Median of Blocks_Clr,Mean of Blocks_Clr,Std of Blocks_Clr,Median of Blocks_Err,Mean of Blocks_Err,Std of Blocks_Err,Median of Touches_Touches,Mean of Touches_Touches,Std of Touches_Touches,Median of Touches_Def Pen,Mean of Touches_Def Pen,Std of Touches_Def Pen,Median of Touches_Def 3rd,Mean of Touches_Def 3rd,Std of Touches_Def 3rd,Median of Touches_Mid 3rd,Mean of Touches_Mid 3rd,Std of Touches_Mid 3rd,Median of Touches_Att 3rd,Mean of Touches_Att 3rd,Std of Touches_Att 3rd,Median of Touches_Att Pen,Mean of Touches_Att Pen,Std of Touches_Att Pen,Median of Touches_Live,Mean of Touches_Live,Std of Touches_Live,Median of Take-Ons_Att,Mean of Take-Ons_Att,Std of Take-Ons_Att,Median of Take-Ons_Succ,Mean of Take-Ons_Succ,Std of Take-Ons_Succ,Median of Take-Ons_Succ%,Mean of Take-Ons_Succ%,Std of Take-Ons_Succ%,Median of Take-Ons_Tkld,Mean of Take-Ons_Tkld,Std of Take-Ons_Tkld,Median of Take-Ons_Tkld%,Mean of Take-Ons_Tkld%,Std of Take-Ons_Tkld%,Median of Carries_Carries,Mean of Carries_Carries,Std of Carries_Carries,Median of Carries_TotDist,Mean of Carries_TotDist,Std of Carries_TotDist,Median of Carries_PrgDist,Mean of Carries_PrgDist,Std of Carries_PrgDist,Median of Carries_PrgC,Mean of Carries_PrgC,Std of Carries_PrgC,Median of Carries_1/3,Mean of Carries_1/3,Std of Carries_1/3,Median of Carries_CPA,Mean of Carries_CPA,Std of Carries_CPA,Median of Carries_Mis,Mean of Carries_Mis,Std of Carries_Mis,Median of Carries_Dis,Mean of Carries_Dis,Std of Carries_Dis,Median of Receiving_Rec,Mean of Receiving_Rec,Std of Receiving_Rec,Median of Receiving_PrgR,Mean of Receiving_PrgR,Std of Receiving_PrgR,Median of Starts_Starts,Mean of Starts_Starts,Std of Starts_Starts,Median of Starts_Mn/Start,Mean of Starts_Mn/Start,Std of Starts_Mn/Start,Median of Starts_Compl,Mean of Starts_Compl,Std of Starts_Compl,Median of Subs_Subs,Mean of Subs_Subs,Std of Subs_Subs,Median of Subs_Mn/Sub,Mean of Subs_Mn/Sub,Std of Subs_Mn/Sub,Median of Subs_unSub,Mean of Subs_unSub,Std of Subs_unSub,Median of Team Success_PPM,Mean of Team Success_PPM,Std of Team Success_PPM,Median of Team Success_onG,Mean of Team Success_onG,Std of Team Success_onG,Median of Team Success_onGA,Mean of Team Success_onGA,Std of Team Success_onGA,Median of Team Success (xG)_onxG,Mean of Team Success (xG)_onxG,Std of Team Success (xG)_onxG,Median of Team Success (xG)_onxGA,Mean of Team Success (xG)_onxGA,Std of Team Success (xG)_onxGA,Median of Performance_Fls,Mean of Performance_Fls,Std of Performance_Fls,Median of Performance_Fld,Mean of Performance_Fld,Std of Performance_Fld,Median of Performance_Off,Mean of Performance_Off,Std of Performance_Off,Median of Performance_Crs,Mean of Performance_Crs,Std of Performance_Crs,Median of Performance_OG,Mean of Performance_OG,Std of Performance_OG,Median of Performance_Recov,Mean of Performance_Recov,Std of Performance_Recov,Median of Aerial Duels_Won,Mean of Aerial Duels_Won,Std of Aerial Duels_Won,Median of Aerial Duels_Lost,Mean of Aerial Duels_Lost,Std of Aerial Duels_Lost,Median of Aerial Duels_Won%,Mean of Aerial Duels_Won%,Std of Aerial Duels_Won%
all,25.0,25.49898580121704,4.127355078609052,24.0,23.086505190311417,9.891220393303172,16.0,16.941176470588236,11.167178800079329,1419.0,1518.369168356998,949.2410584329765,1.0,1.7363083164300204,2.473321094819899,1.0,2.22920892494929,3.3523136627191548,0.0,0.1947261663286004,0.8425984394403213,3.0,3.3204868154158214,2.842535183000222,0.0,0.11764705882352941,0.34089930858535655,1.1,2.436105476673428,3.5713907594005634,1.1,2.263894523326572,3.1127254293638162,1.0,1.7545638945233266,2.193422461818703,17.0,28.851926977687626,32.30420039482681,44.0,59.33265720081136,57.58096887040904,30.0,58.65314401622718,71.19981741016906,0.07,0.13833671399594324,0.19253146773460703,0.05,0.09965517241379311,0.13771539949751754,0.15,0.23791075050709937,0.2652064239472545,0.07,0.12997971602434077,0.18093198087000878,0.15,0.22947261663286003,0.25253214751614284,0.08,0.14898580121703855,0.17755849202633964,0.07,0.10456389452332657,0.10638203166524234,0.17,0.2536713995943205,0.24002563703998744,0.08,0.14127789046653144,0.16532116396298874,0.17,0.2461663286004057,0.22747935831065727,28.0,33.54054054054054,22.296729449498734,1.64,1.7110810810810808,0.6241206426457762,80.0,98.43243243243244,65.49238316210712,56.0,65.97297297297297,44.93543917325938,67.7,66.88378378378378,8.464977308938332,6.0,8.054054054054054,6.624642321354858,4.0,4.4324324324324325,3.0417515106024444,6.0,8.027027027027026,6.5255331263110286,3.0,4.243243243243243,3.875889900722481,20.0,20.14594594594594,14.571215815103773,2.0,2.891891891891892,2.632951278021003,2.0,2.5945945945945947,2.565361783663482,0.0,0.21621621621621623,0.4793012932694108,0.0,0.08108108108108109,0.2767247306920301,0.0,9.720689655172412,21.93689617500852,1.0,2.4239350912778903,3.81599052286232,12.0,20.981744421906694,23.096423706013834,4.0,7.178498985801217,9.088799961174574,32.5,31.46575963718822,18.612658996849525,1.04,1.302758620689655,1.100358818302457,0.29,0.44713995943204865,0.47128493129857657,0.08,0.09380952380952377,0.11078439338725386,0.27,0.29502538071066,0.2569989739991643,16.3,16.521541950113384,4.757655398377804,0.0,0.5740365111561866,1.8126406126240646,0.0,0.1947261663286004,0.8425984394403213,0.0,0.21703853955375255,0.9280814158064703,1.1,2.436105476673428,3.5713907594005634,1.1,2.263894523326572,3.1127254293638162,0.09,0.10156462585034012,0.07037271566070168,-0.1,-0.012170385395537522,1.3844864752600883,-0.1,-0.03468559837728193,1.3617576490892744,494.0,634.8782961460446,549.8324591414608,627.0,786.393509127789,634.0482042586641,78.7,78.23569979716024,8.28774338488832,7596.0,10789.133874239351,9776.107503555066,2329.0,3816.693711967546,4159.294326470339,244.0,305.17444219066937,263.72665002012326,276.0,341.44016227180526,283.27079708518215,88.6,88.0314401622718,6.849414353560287,174.0,259.0770791075051,254.6176596061651,212.0,298.8580121703854,275.0010127876839,84.5,82.77931034482758,10.292031506536459,32.0,54.15415821501014,63.75713389026946,60.0,104.23326572008114,132.39444464343464,53.25,54.4674180327869,15.08527655295385,1.0,1.7363083164300204,2.473321094819899,1.0,1.7545638945233266,2.193422461818703,0.9,1.5531440162271806,1.888523117839849,-0.1,-0.018255578093306295,1.131762151997236,9.0,15.955375253549695,18.48032453255112,29.0,47.29006085192698,50.349258261831565,8.0,13.72210953346856,16.16926026924685,1.0,2.864097363083164,4.382127069019992,44.0,59.33265720081136,57.58096887040904,567.0,713.7565922920893,584.24025572073,38.0,69.70588235294117,87.24104949712672,8.0,18.906693711967545,27.440464302183585,1.0,2.685598377281947,4.541199778003297,2.0,4.073022312373225,5.939630438798456,10.0,26.6105476673428,42.32268667298634,5.0,27.223123732251523,54.772616748764314,0.0,8.32657200811359,23.06302878111027,0.0,4.064908722109534,11.763067713582812,0.0,2.436105476673428,8.820619473216782,0.0,0.20081135902636918,0.9295506339134633,494.0,634.8782961460446,549.8324591414608,2.0,2.9310344827586206,3.1175008141208713,12.0,14.728194726166329,13.268764753202378,25.0,37.33265720081136,37.65351893581975,2.11,2.237525354969574,1.470977898374488,19.0,27.344827586206897,26.963441800337975,0.0,3.109533468559838,7.647477557553742,1.0,2.1683569979716024,3.421900523008607,1.0,2.4259634888438133,2.9503161148470203,1.0,1.5578093306288032,2.2620959568601067,0.0,0.7261663286004056,1.1262142989126511,3.0,4.182555780933063,4.962372641710331,0.19,0.24835699797160243,0.26737495811756173,2.0,2.943204868154158,3.540247607523784,0.0,0.2616632860040568,0.8004640880838719,0.0,0.3022312373225152,0.7380037147643541,0.0,0.3306288032454361,0.722894342085407,0.0,0.26369168356997974,0.6371303824649744,0.0,0.08113590263691683,0.2947872455022771,21.0,27.11156186612576,23.82707280745741,13.0,15.922920892494929,14.23032595610164,9.0,13.148073022312373,13.150488465793423,7.0,10.123732251521298,9.578245627150032,2.0,3.839756592292089,4.012262902548741,9.0,12.596348884381339,12.102935327961934,21.0,25.68559837728195,22.789700807676525,48.1,47.4298947368421,20.265821838726968,10.0,13.089249492900608,12.200399252289618,16.0,18.766734279918865,15.33568653130881,3.0,5.979716024340771,7.95027702644648,11.0,12.787018255578094,10.820095437569918,9.0,12.75050709939148,12.701250848491705,30.0,39.86206896551724,34.85377762036517,18.0,31.525354969574035,36.09762432397903,0.0,0.665314401622718,1.09672171903336,809.0,959.9513184584179,715.6476781568616,37.0,107.02839756592292,200.98363604076533,176.0,315.1926977687627,348.03982663221,315.0,410.13995943204867,369.20905171390103,172.0,243.5496957403651,239.45452082940292,23.0,40.2393509127789,47.39004725086924,809.0,959.7342799188641,715.5345664848721,17.0,28.69371196754564,32.88056579077901,8.0,13.089249492900608,15.44845040656342,46.3,47.25908096280087,19.2006124727561,7.0,12.551724137931034,14.897886235896998,42.9,41.75404814004373,18.98879603934892,455.0,549.3833671399594,435.37243318387095,2331.0,2903.2839756592293,2280.4867189465235,1150.0,1492.9066937119676,1258.2390486196823,17.0,28.851926977687626,32.30420039482681,14.0,20.342799188640974,19.981346328305975,3.0,9.198782961460447,16.006510316104087,15.0,21.75659229208925,20.961190962712646,9.0,14.505070993914808,16.067770429978083,511.0,628.421906693712,508.08194685736805,30.0,58.65314401622718,71.19981741016906,16.0,16.941176470588236,11.167178800079329,82.0,80.07835051546392,9.001724201279071,8.0,10.766734279918865,10.232478027819969,4.0,5.716024340770791,5.203626668341164,20.0,21.26829268292683,9.69012400283974,2.0,4.880324543610548,6.397398345070774,1.29,1.325578093306288,0.593055612775332,24.0,27.669371196754565,20.38546765902057,26.0,27.55578093306288,18.26396981889228,23.3,26.140973630831642,18.230752871717296,24.7,26.04158215010142,17.037996607172516,14.0,16.904665314401623,13.679588324477779,12.0,16.373225152129816,15.708428591202066,1.0,2.920892494929006,4.647736315710088,10.0,26.6105476673428,42.32268667298634,0.0,0.09939148073022312,0.3316925596918279,62.0,74.18052738336714,55.842238090945585,12.0,20.488843813387422,23.827171952500183,16.0,20.44421906693712,20.974709704878983,46.9,48.3388090349076,21.5369457901911
West Ham,27.5,28.272727272727273,3.869069264008719,23.5,23.363636363636363,10.825654954542252,21.0,19.0,13.511899517515241,1776.0,1701.7272727272727,1137.0386005852129,0.0,1.8181818181818181,2.6482044885142484,1.0,2.409090909090909,3.911632114714496,0.0,0.18181818181818182,0.5884898863364997,2.5,3.6363636363636362,3.498917581542075,0.0,0.13636363636363635,0.35125008665710444,1.3,2.377272727272727,3.0559749154701326,1.25,2.1954545454545453,2.9342764619201023,0.35,1.5954545454545455,2.2342522500566306,10.0,25.272727272727273,31.997294257903114,33.5,54.77272727272727,52.036554750511975,28.0,53.77272727272727,64.37163810411998,0.045,0.13454545454545455,0.1997314213954347,0.0,0.06545454545454545,0.08677981292176153,0.095,0.1990909090909091,0.2342141692047624,0.045,0.12863636363636363,0.19948255573681134,0.095,0.19318181818181818,0.23026664385604637,0.07,0.1236363636363636,0.12049680709247244,0.055,0.07227272727272728,0.07341544006424562,0.11499999999999999,0.19499999999999995,0.17440374613713625,0.07,0.11363636363636362,0.11458186736567147,0.11499999999999999,0.1859090909090909,0.16299749022049947,37.0,37.0,22.627416997969522,2.1950000000000003,2.1950000000000003,0.6010407640085654,120.5,120.5,95.45941546018392,84.5,84.5,72.8319984622144,70.25,70.25,6.010407640085654,7.0,7.0,5.656854249492381,5.0,5.0,5.656854249492381,7.0,7.0,5.656854249492381,2.5,2.5,2.1213203435596424,13.600000000000001,13.600000000000001,0.9899494936611668,5.0,5.0,2.8284271247461903,4.0,4.0,1.4142135623730951,1.0,1.0,1.4142135623730951,0.0,0.0,0.0,14.3,14.3,20.22325394193526,1.0,2.590909090909091,4.007838639812057,13.0,20.136363636363637,22.495069204786603,3.0,6.590909090909091,8.710470387544772,27.8,30.72105263157894,14.605880815136242,0.9299999999999999,1.1727272727272728,0.9737418344577582,0.30000000000000004,0.3822727272727274,0.33605458482616185,0.07,0.08526315789473685,0.08071681781613156,0.32,0.3027777777777778,0.2541145076663982,17.3,16.626315789473686,5.272553893646182,0.0,0.7727272727272727,3.40771978198826,0.0,0.18181818181818182,0.5884898863364997,0.0,0.22727272727272727,0.6119304490372043,1.3,2.377272727272727,3.0559749154701326,1.25,2.1954545454545453,2.9342764619201023,0.1,0.09052631578947369,0.04453134778639105,-0.05,0.21363636363636368,1.3065022204145125,-0.05,0.21363636363636368,1.2770111885796362,483.0,569.4090909090909,450.19716940690705,668.5,742.0454545454545,565.0232592998128,75.5,75.27272727272727,6.758781365092788,8262.0,9948.5,7620.068739534972,2709.5,3885.5,3596.89359030817,148.5,273.27272727272725,249.36857055909027,167.5,310.0,277.4188856138639,88.6,87.49545454545454,6.317359098074604,186.0,218.63636363636363,174.50079695671346,217.0,261.04545454545456,203.84365560579982,81.1,82.0909090909091,10.49539169127321,53.5,60.40909090909091,59.08400725593951,95.0,123.5,128.3732467307362,49.8,47.063636363636355,15.856305504196879,0.0,1.8181818181818181,2.6482044885142484,0.35,1.5954545454545455,2.2342522500566306,0.35,1.4000000000000001,1.9223002094465094,0.0,0.2227272727272727,0.9190739740069728,5.0,13.863636363636363,16.954548356022638,26.5,44.5,43.92715832028334,5.0,10.227272727272727,13.807974984050816,0.5,3.227272727272727,5.639417549980698,33.5,54.77272727272727,52.036554750511975,576.0,660.1818181818181,497.8655045351712,39.5,78.63636363636364,106.56299074102132,10.5,19.5,25.067052935220424,1.0,2.727272727272727,6.280596105935124,4.0,7.181818181818182,8.35883543743564,7.0,30.045454545454547,47.52390603708458,3.0,32.68181818181818,84.00362030953323,0.0,7.5,25.824960240600014,0.0,4.2272727272727275,14.530532118142256,0.0,2.772727272727273,11.283919524121035,0.0,0.0,0.0,483.0,569.4090909090909,450.19716940690705,2.0,3.227272727272727,3.0226418306447815,9.5,18.681818181818183,20.015199851818245,16.5,35.45454545454545,36.92686113919072,1.935,1.9840909090909091,1.3513120928543385,12.5,23.454545454545453,22.97354021006666,0.5,4.136363636363637,11.230466447275312,0.0,2.6363636363636362,5.44710892777037,1.0,1.9545454545454546,2.1707420878863553,1.0,2.1363636363636362,3.2115187705901413,1.0,1.1363636363636365,1.245772070624499,1.5,4.7272727272727275,6.056730362496146,0.16,0.2090909090909091,0.2134280092947389,1.0,3.1818181818181817,4.1591707465192265,0.0,0.5,1.535298947157477,0.0,0.36363636363636365,0.7895420339517226,0.0,0.36363636363636365,0.7895420339517227,0.0,0.18181818181818182,0.5010810823432182,0.0,0.13636363636363635,0.3512500866571044,19.0,31.045454545454547,30.228459111568032,11.0,19.318181818181817,19.46764437442747,11.5,15.909090909090908,16.393695335501594,7.5,11.5,11.669047376142863,1.5,3.6363636363636362,4.82597588991525,9.5,13.954545454545455,14.123527391343353,16.0,27.545454545454547,25.248719482338814,49.05,49.53181818181818,18.047091478199775,8.5,13.590909090909092,12.195467897109861,18.5,22.045454545454547,19.216751801060184,3.0,8.090909090909092,9.640732489999031,8.5,13.954545454545455,13.040147796150723,8.5,16.363636363636363,15.609964627474197,31.0,47.40909090909091,44.07964554661427,15.0,41.13636363636363,45.71786714866932,0.0,0.4090909090909091,0.8540709744729823,898.5,946.0,693.2218087960564,51.5,118.27272727272727,181.01491172938842,224.0,331.45454545454544,292.8042946719788,299.0,412.04545454545456,357.5183614695598,108.5,212.4090909090909,221.4832379105125,22.5,34.0,40.96688558196381,898.5,945.7272727272727,692.9379262942458,12.5,33.86363636363637,50.30601162082724,6.0,16.045454545454547,27.06689644412309,46.2,46.20952380952381,25.15000804695507,6.5,14.590909090909092,19.687218698601896,41.9,44.24285714285715,22.037163416115323,445.5,506.8181818181818,361.8736475574545,2329.0,2752.4545454545455,2009.9831728097513,1216.5,1307.8181818181818,982.427684791179,10.0,25.272727272727273,31.997294257903114,9.5,16.681818181818183,17.998376550165805,2.0,7.636363636363637,13.105961764259568,11.5,23.136363636363637,27.31700230110571,8.0,18.045454545454547,26.576891632227586,408.5,564.2727272727273,425.77885852122387,28.0,53.77272727272727,64.37163810411998,21.0,19.0,13.511899517515241,85.5,82.5,7.601691541079149,15.0,13.954545454545455,11.749274639119408,3.0,4.363636363636363,4.304432428106931,23.0,22.176470588235293,9.799459769023285,3.0,7.2727272727272725,9.371597506660207,1.335,1.2813636363636365,0.32142977392752464,30.0,29.818181818181817,21.257237117512002,39.0,36.77272727272727,24.110720433592185,26.05,25.95909090909091,17.380549037601913,36.650000000000006,35.304545454545455,23.256529595603226,14.5,17.545454545454547,15.321094306084364,6.5,17.772727272727273,20.609595125945855,1.0,3.227272727272727,5.562902789541396,7.0,30.045454545454547,47.52390603708458,0.0,0.18181818181818182,0.5010810823432182,62.5,82.22727272727273,67.6235601506301,20.0,25.90909090909091,26.354558819353638,23.0,25.59090909090909,23.526396706494214,50.95,50.4909090909091,23.849306850083448
